Label,Value
7964,413.183
7324,214.698
7836,374.954
7580,351.6
7068,335.538
7260,337.023
7772,225.574
7516,225.574
8028,257.507
7388,303.936
7900,82.4354
7644,260.347
7132,144.506
7228,136.044
7740,172.32
7996,948.957
7356,145.134
7868,144.408
7612,207.258
7100,446.737
8124,658.578
7292,233.412
7804,427.498
7548,233.343
8060,310.326
7420,178.151
7932,214.004
7676,587.068
7164,756.346
7170,621.355
7682,244.483
7426,438.406
7938,244.404
7298,179.302
7810,218.016
7554,169.265
7042,253.983
8066,288.547
7234,181.605
7746,178.887
7490,987.51
8002,436.819
7362,259.709
7874,478.554
7618,227.306
7106,545.661
7202,163.769
7714,282.034
7458,391.023
7330,339.263
7842,408.963
7586,465.853
7074,286.264
8098,367.163
7266,214.654
7778,170.251
7522,422.198
8034,287.733
7394,381.89
7906,763.661
7650,289.029
7138,870.123
7186,190.694
7698,526.093
7442,476.799
7954,182.322
7314,183.41
7826,470.447
7570,175.618
7058,218.658
8082,259.665
7250,143.299
7762,182.952
7506,206.088
8018,368.41
7378,156.692
7890,397.894
7634,136.112
7218,223.454
7730,124.963
7474,435.174
7986,138.894
7346,525.168
7858,489.284
7602,163.835
7090,611.157
8114,200.428
7282,156.873
7794,204.275
7538,392.249
8050,99.5838
7410,196.376
7922,179.585
7666,675.391
7154,801.086
7178,307.969
7690,247.501
7434,463.454
7946,155.76
7306,289.499
7818,177.684
7562,165.591
7050,338.163
8074,216.095
7242,202.669
7754,229.371
7498,442.598
8010,691.696
7370,611.777
7882,733.798
7626,112.61
7114,217.571
7210,186.862
7722,293.935
7466,428.755
7978,450.757
7338,379.459
7850,287.268
7594,137.35
7082,118.368
7274,410.564
7786,180.972
7530,163.561
8042,308.189
7402,704.527
7914,492.01
7658,254.292
7146,633.18
7194,174.586
7706,205.987
7450,162.798
7962,264.209
7322,366.376
7834,399.235
7066,361.986
8090,195.452
7258,372.867
7770,372.727
7514,265.048
8026,219.927
7386,548.447
7898,154.898
7642,191.583
7130,476.798
7226,229.743
7738,71.2222
7482,770.386
7994,445.45
7354,178.965
7866,713.229
7610,209.394
7098,376.965
7290,218.87
7802,452.681
7546,365.056
8058,272.97
7418,73.9877
7930,203.023
7674,330.978
7162,523.58
7174,482.432
7686,240.812
7430,989.935
7942,246.316
7814,196.04
7558,308.339
7046,148.167
8070,312.118
7238,267.635
7750,173.61
7494,226.159
8006,437.793
7366,434.605
7878,472.169
7622,133.911
7110,1136.21
7206,166.598
7718,271.651
7462,269.278
7974,270.444
7334,171.884
7846,196.489
7590,142.476
8102,295.354
7270,221.766
7782,163.379
7526,241.068
8038,273.214
7398,415.283
7654,344.557
7142,262.265
7190,211.484
7702,367.578
7446,179.286
7958,241.161
7318,171.504
7830,341.003
7574,258.249
7062,214.728
8086,745.897
7254,310.028
7766,223.484
7510,323.28
8022,384.624
7382,297.761
7894,608.541
7638,246.783
7126,381.89
7222,196.113
7734,177.938
7478,644.442
7990,455.795
7350,968.199
7862,651.31
7606,155.296
7094,259.025
7286,185.211
7798,335.484
7542,360.189
8054,217.689
7414,124.181
7926,577.154
7670,686.584
7158,680.949
7182,206.019
7694,276.858
7438,136.838
7950,154.776
7310,192.723
7822,364.92
7566,233.746
7054,305.181
8078,496.476
7246,228.256
7758,145.881
7502,339.185
8014,599.504
7374,398.868
7886,1011.57
7630,172.844
7118,590.627
7214,160.675
7726,166.014
7470,325.883
7982,390.913
7342,147.789
7854,389.187
7598,236.06
7086,154.683
8110,365.854
7278,406.64
7790,243.038
7534,307.311
8046,234.77
7406,582.521
7918,158.47
7662,428.166
7150,626.571
7198,226.881
7710,93.8052
7454,123.922
7966,549.714
7326,391.556
7838,434.214
7582,211.818
7070,199.668
8094,619.869
7262,404.382
7774,163.865
7518,200.671
8030,156.474
7390,529.268
7902,219.381
7646,276.783
7134,619.251
7230,191.534
7742,184.967
7486,1063.13
7998,491.046
7358,386.931
7870,187.995
7614,207.593
7102,331.701
8126,1523.17
7294,128.473
7806,240.713
7550,398.525
7038,272.145
8062,232.515
7422,554.927
7678,325.347
7166,358.086
7169,651.67
7681,400.693
7425,778.405
7937,366.675
7297,225.668
7809,309.157
7553,184.673
7041,207.68
8065,291.722
7233,128.742
7745,188.508
7489,953.637
8001,270.971
7361,739.093
7873,145.028
7617,370.394
7105,328.348
7201,241.181
7713,295.429
7457,650.109
7969,526.254
7329,456.129
7841,203.292
7585,364.533
7073,319.167
8097,415.804
7265,476.516
7777,153.622
7521,211.796
8033,285.113
7393,468.324
7905,284.377
7649,336.705
7137,507.23
7185,192.183
7697,364.4
7441,248.458
7953,156.261
7313,172.555
7825,305.387
7569,187.882
7057,203.145
8081,700.858
7249,166.749
7761,164.365
7505,151.652
8017,407.329
7377,413.54
7889,611.197
7633,113.778
7121,333.803
7217,218.739
7729,161.971
7473,305.596
7985,417.108
7345,451.986
7857,194.24
7601,169.374
7089,348.16
7281,210.419
7793,284.967
7537,204.325
8049,253.604
7409,227.688
7921,169.281
7665,560.433
7153,460.879
7177,197.41
7689,145.366
7433,544.107
7945,227.611
7305,69.6319
7817,401.047
7561,129.067
7049,355.347
8073,222.149
7241,261.665
7753,151.054
7497,237.564
8009,459.041
7369,506.544
7881,592.715
7625,142.282
7113,69.2646
7209,217.898
7721,229.089
7465,206.655
7977,727.929
7337,539.168
7849,365.448
7593,97.8259
8105,245.461
7273,299.596
7785,251.669
7529,93.9877
8041,245.152
7401,215.451
7913,1037.71
7657,392.206
7145,330.28
7193,205.059
7705,237.204
7449,211.923
7961,261.606
7321,350.933
7833,391.083
7065,518.362
8089,168.34
7257,601.078
7769,125.93
7513,122.78
8025,446.256
7385,883.565
7897,495.98
7641,213.888
7129,315.679
7225,269.465
7737,222.685
7481,701.439
7993,713.297
7353,146.932
7865,274.052
7609,382.297
7097,303.334
8121,1214.1
7289,212.188
7801,380.588
7545,362.745
8057,200.567
7417,192.949
7929,584.815
7673,369.334
7161,653.063
7173,390.103
7685,186.079
7429,693.24
7941,180.09
7301,164.717
7813,244.571
7557,267.745
7045,292.936
8069,296.574
7237,191.098
7749,200.835
7493,541.813
8005,753.206
7365,158.542
7877,279.933
7621,194.239
7109,518.374
7205,98.557
7717,306.799
7461,457.957
7973,236.572
7333,251.729
7845,394.039
7589,28.8898
7077,221.804
8101,152.842
7269,311.156
7781,138.122
7525,274.555
8037,110.265
7397,561.941
7909,783.285
7653,143.301
7141,660.771
7189,307.099
7701,214.964
7445,206.22
7317,302.765
7829,181.111
7573,178.078
7061,444.899
8085,286.234
7253,171.909
7765,217.277
7509,452.031
8021,826.874
7381,524.635
7893,917.432
7637,190.816
7125,506.313
7221,158.723
7733,207.144
7477,288.749
7989,471.963
7349,373.409
7861,390.995
7605,225.876
7093,364.528
8117,413.621
7285,162.647
7797,172.779
7541,302.489
8053,267.947
7413,103.846
7925,467.385
7669,524.009
7157,803.572
7181,286.793
7693,284.38
7437,176.888
7949,162.861
7309,148.4
7821,159.621
7565,173.269
7053,228.333
8077,405.597
7245,254.299
7757,115.005
7501,403.494
8013,819.127
7373,177.113
7885,635.023
7629,136.881
7117,464.526
7725,213.276
7469,299.505
7981,316.47
7341,204.427
7853,405.569
7597,167.033
7085,144.977
7277,285.617
7789,247.594
7533,240.743
7405,296.68
7917,543.199
7661,671.184
7149,523.806
7197,215.5
7709,147.682
7453,103.545
7965,471.017
7325,325.749
7837,646.084
7581,361.017
7069,205.737
8093,331.687
7261,563.607
7773,271.852
7517,195.055
8029,305.153
7389,159.086
7901,179.576
7645,398.46
7133,189.72
7229,222.202
7741,147.836
7485,882.983
7997,442.141
7357,339.898
7869,451.302
7613,203.759
7101,124.857
7293,346.16
7805,396.491
7549,342.621
7037,241.574
8061,220.931
7421,162.631
7933,307.934
7171,378.465
7683,219.81
7427,874.011
7939,276.792
7299,140.463
7811,297.68
7555,178.95
7043,249.906
8067,154.768
7235,158.894
7747,223.742
7491,334.148
8003,308.224
7363,513.142
7875,453.597
7619,156.203
7107,324.13
7203,236.749
7715,448.326
7459,575.074
7971,147.067
7331,300.047
7843,375.218
7587,165.375
7075,373.101
8099,334.61
7267,224.183
7779,223.991
7523,415.345
8035,215.844
7395,178.721
7907,639.873
7651,262.928
7139,492.967
7187,245.064
7699,296.945
7443,176.702
7955,210.692
7315,217.1
7827,363.772
7571,159.806
7059,180.257
8083,495.825
7251,295.218
7763,191.475
7507,364.906
8019,810.578
7379,394.814
7891,599.251
7635,202.6
7123,730.839
7219,244.923
7731,569.274
7475,151.506
7987,846.098
7347,301.769
7859,504.773
7603,148.756
7091,277.514
8115,152.328
7283,159.513
7795,170.953
7539,463.574
8051,330.339
7411,404.926
7923,669.058
7667,704.753
7179,121.173
7691,229.962
7435,46.979
7947,185.727
7307,222.162
7819,164.664
7563,147.851
7051,248.366
8075,150.66
7243,206.18
7755,212.82
7499,480.6
8011,940.261
7371,771.784
7883,371.519
7627,193.087
7115,174.658
7211,231.497
7723,245.613
7467,549.322
7979,489.21
7339,513.095
7851,188.783
7595,165.583
7083,205.639
7275,317.759
7787,167.479
7531,189.513
8043,156.362
7403,626.306
7915,415.326
7147,425.155
7195,200.12
7707,282.688
7451,422.078
7323,171.373
7835,232.496
7067,303.867
8091,248.043
7259,718.121
7771,244.378
7515,171.417
8027,298.689
7387,388.711
7899,846.315
7643,99.2843
7131,488.917
7227,175.471
7739,317.921
7483,669.635
7995,199.503
7355,75.125
7867,513.492
7611,317.288
7099,713.561
8123,667.115
7291,179.293
7803,270.085
7547,222.071
8059,111.497
7419,190.118
7931,303.794
7675,405.609
7163,705.185
7175,374.136
7687,243.978
7431,934.335
7943,139.524
7303,199.812
7815,453.821
7559,158.716
7047,228.617
8071,453.063
7239,156.472
7751,193.634
7495,212.97
7879,476.552
7623,264.943
7111,141.316
7207,207.856
7719,409.241
7463,185.978
7975,251.438
7335,310.507
7847,362.588
7591,396.753
8103,267.683
7271,342.583
7783,188.187
7527,249.388
8039,259.433
7399,441.802
7911,636.784
7655,296.023
7191,336.033
7703,276.767
7447,51.6627
7959,551.723
7319,317.534
7831,664.946
7063,298.414
8087,281.162
7255,251.737
7767,199.945
7511,211.025
8023,287.03
7383,107.588
7895,1031.64
7639,211.59
7127,691.938
7223,206.707
7735,349.635
7479,167.88
7991,730.371
7351,219.534
7863,892.355
7607,207.45
7095,572.292
7287,211.112
7799,369.683
7543,480.431
8055,208.551
7415,64.1374
7927,616.443
7671,513.568
7159,441.115
7183,289.417
7695,340.271
7439,662.562
7951,354.925
7311,198.008
7823,257.601
7567,212.769
7055,246.062
8079,403.382
7247,169.295
7503,186.818
8015,313.866
7375,455.462
7631,131.75
7215,165.912
7727,168.03
7471,445.401
7983,340.393
7343,393.186
7855,291.283
7599,327.718
7087,137.819
7279,171.452
7791,242.443
7535,105.888
8047,162.065
7407,265.105
7919,198.933
7663,230.617
7199,137.974
7711,226.635
7455,239.531
7967,638.495
7327,334.237
7839,188.536
7583,253.864
7071,210.921
8095,363.607
7263,317.311
7775,154.047
7519,196.306
8031,161.884
7391,524.966
7903,253.008
7647,215.145
7135,767.329
7231,164.845
7743,274.249
7487,1000.4
7999,649.797
7359,519.268
7871,94.654
7103,363.313
7295,256.412
7807,153.695
7551,176.689
7039,251.781
8063,233.039
7423,590.545
7935,361.173
7679,356.867
7167,387.961
